# expected_volume_mL=140.46,sensor_cal_factor=0.00052587,source_duration_s=25.00
time_s,mass_g,filt_mass_g,filt_inflow_g_s,kz_flow_g_s,cum_volume_g,cum_volume_mL,zone,is_roi
0.0,-0.011113385999998115,-0.013101633819597183,0.1689517598394887,0.08500633820737649,0.006053677866226804,0.006064594135671012,empty,0
0.0372922420501709,-0.029518835999997606,-0.00670578331490671,0.15570975330217351,0.08557849693778853,0.012202464123007625,0.012224468165705896,empty,0
0.07857322692871094,0.06776711400000224,-0.0006175120639688355,0.14218945016267764,0.08615964676949024,0.012241952880821074,0.012264028131457699,empty,0
0.07886528968811035,0.0966899639999994,0.004987520135055081,0.12822337408545798,0.08675129524213984,0.016357297673462813,0.01638679390248729,empty,0
0.1128849983215332,-0.0826317060000008,0.009986549520930818,0.11371548770706168,0.08735514111634837,0.02044171224387895,0.020478573676496643,empty,0
0.15134716033935547,0.149276964000002,0.014304318392943521,0.09867062665247618,0.08797303639010166,0.02068179626207505,0.02071909062520041,empty,0
0.15398716926574707,0.08880191400000115,0.01789771154398324,0.08321059033587172,0.0886069376309287,0.02319668821618263,0.023238517547768615,empty,0
0.18734431266784668,-0.2367116160000009,0.020734153285719918,0.06757522029498007,0.08925884878523606,0.025503484853026663,0.02554947390605757,empty,0
0.2258923053741455,0.008869673999999605,0.022770610509669605,0.0521091769923058,0.08993075837119742,0.027173634996199875,0.027222635740532835,empty,0
0.2632782459259033,-0.02846709599999997,0.023941612211127564,0.03723725209437319,0.09062457452067213,0.027204871707088768,0.02725392877889077,empty,0
0.26430797576904297,-0.08999388599999847,0.02416287065472186,0.023432468409504373,0.09134206166100291,0.027837757508230587,0.027887955828722288,empty,0
0.3008761405944824,0.16505306400000208,0.023351569839065278,0.011181562902317829,0.0920847826895156,0.028064248050074136,0.028114854788693786,empty,0
0.3382101058959961,0.18345851400000157,0.02145755456850129,0.0009516535944770787,0.09285405028277575,0.02806129232653217,0.028111893735255633,empty,0
0.3392140865325928,0.08301734400000171,0.018494894280225525,-0.006839662654065402,0.09365089051078027,0.02771752964286233,0.02776751116295565,empty,0
0.37600016593933105,-0.028992966000000564,0.014563153286792736,-0.011850161823770815,0.09447602122489474,0.027210937522309294,0.027260005532267376,empty,0
0.41544604301452637,-0.10524411599999794,0.009852492873309464,-0.01383526631805111,0.09532984680673254,0.02674203534010551,0.026790257804152985,empty,0
0.45083117485046387,-0.038458626000000606,0.004633492707660071,-0.01266751368445623,0.09621246986655706,0.026730851467698196,0.026779053764474252,empty,0
0.45189523696899414,0.15348392399999966,-0.0007631685760172889,-0.008353575615785836,0.09712371943657941,0.02655902331798201,0.026606915766361462,empty,0
0.4884471893310547,-0.07737300599999841,-0.005972180124683171,-0.0010482833062309734,0.09806319419229446,0.026703363779506592,0.026751516509223194,empty,0
0.5250461101531982,-0.035829275999997634,-0.010621572595234292,0.008935972794455066,0.09903031832586587,0.02671263863881341,0.026760808093381497,empty,0
0.5256631374359131,-0.021630785999999347,-0.014361973663506885,0.021127071633686545,0.10002440695192294,0.027734569313403363,0.027784581560211744,empty,0
0.5621421337127686,0.028326864000000285,-0.0168958566260498,0.03490137097115186,0.10104473739564372,0.029318458033326115,0.029371326420883706,empty,0
0.5996720790863037,0.11194019400000244,-0.018005356611384426,0.04950529171691366,0.10209062242547352,0.031451479070635315,0.031508193819510436,empty,0
0.6372261047363281,-0.11576151599999918,-0.017577269839625796,0.06409217222409615,0.10316148145888841,0.034138423763131844,0.03419998373385278,empty,0
0.6751060485839844,-0.20778876600000018,-0.015622875407886408,0.0777741781222906,0.1042569059811291,0.037375856604146655,0.037443254462178575,empty,0
0.7137711048126221,0.15348392399999966,-0.012288321425822724,0.08968621929034654,0.10537671584879447,0.03740416138234053,0.03747161028084606,empty,0
0.7140710353851318,-0.022682526000000536,-0.007850689874342294,0.09905598165987185,0.1065210037637467,0.03740684074222619,0.037474294472276286,empty,0
0.714097261428833,-0.17676243600000063,-0.0026967654626642835,0.10527219808288092,0.10769016594909771,0.041172297269187044,0.041246541043064563,empty,0
0.7494180202484131,-0.06580386599999954,0.00271547639442116,0.10794273006716064,0.1088849178835628,0.04522101903653857,0.04530256365111057,empty,0
0.7871019840240479,-0.05896755599999892,0.00790981946612174,0.10693497183580626,0.11010629479731317,0.04916490235167499,0.04925355875743838,empty,0
0.8247833251953125,0.4337726340000003,0.012452561260669496,0.10239320983432894,0.11135563744860913,0.04926096613109739,0.04934979576347164,empty,0
0.8257579803466797,0.15874262400000205,0.0160096056415436,0.09473041750739696,0.11263456443939347,0.052542098101186346,0.052636844421144406,empty,0
0.8623521327972412,-0.2140992060000002,0.0183865006938209,0.08459506213155596,0.11394493295231273,0.05551048168637604,0.05561058073169309,empty,0
0.9000670909881592,-0.07158843599999898,0.019542897592360445,0.07281641212559992,0.1152887902747157,0.055583194936716096,0.05568342510189952,empty,0
0.9011592864990234,0.1634754540000003,0.019582140915728314,0.060334199860554355,0.1166683188015283,0.057553692380969544,0.057657475837477004,empty,0
0.9374971389770508,0.06829298399999928,0.018723282558398047,0.04812005980957676,0.11808577737343502,0.05916424028130674,0.05927092795161966,empty,0
0.9752950668334961,-0.22146138599999787,0.01726360180445944,0.03709878639035149,0.11954344181367867,0.05919611884253896,0.059302863997734885,empty,0
0.9762732982635498,0.13875956400000078,0.015537956346735306,0.028077122403474066,0.12104354738807625,0.0601412998811972,0.06024974943017151,empty,0
1.0142600536346436,-0.020579045999998158,0.01388012703089451,0.021686592840154145,0.1225882356470535,0.06087529826761665,0.060985071396129686,empty,0
1.0509309768676758,0.08406908399999935,0.01259018513968564,0.018345035584094865,0.12417950773916461,0.06155957237040438,0.06167057941334841,empty,0
1.08833909034729,-0.15204654599999756,0.011910119531146549,0.018239225910974977,0.12581918583980115,0.06158044918741766,0.06169149387639517,empty,0
1.0893943309783936,-0.03898449599999765,0.012008540844472079,0.021328653486255112,0.12750888384571132,0.06246507063122214,0.0625777105101404,empty,0
1.1257259845733643,0.24025247400000183,0.012974319987086378,0.027368356215881715,0.1292499879748925,0.0636520783551179,0.0637668587007793,empty,0
1.1632211208343506,0.15138044400000084,0.014817437739348488,0.0359469343665307,0.1310436474100592,0.06379799361931197,0.0639130370860669,empty,0
1.1667592525482178,-0.22566834599999908,0.017474001869096097,0.04653459882353201,0.13289077465651056,0.06558150001765277,0.0656997595849056,empty,0
1.2007081508636475,-0.062122775999998936,0.020813822134741984,0.05853546158135601,0.1347920548714964,0.06803520574556196,0.06815788994746741,empty,0
1.2384941577911377,0.03305969400000208,0.024652570818520868,0.07133831590551919,0.13674796307664377,0.07108247866207643,0.0712106578461996,empty,0
1.277637243270874,-0.030570575999998795,0.02877201718346574,0.08436085186151732,0.1387587878972444,0.07109824682399213,0.0712264544419877,empty,0
1.277811050415039,0.24130421399999946,0.032948554841014374,0.0970834954517214,0.14082466028740356,0.0749557142603196,0.07509087784043239,empty,0
1.3152341842651367,0.0009816240000013465,0.036984938322433755,0.10907066853566569,0.14294558559964093,0.08334603100639196,0.08349632439029449,empty,0
1.3884961605072021,0.03516317400000091,0.04073724362954879,0.1199790289049233,0.14512147733958672,0.08349051047714848,0.08364106439305598,empty,0
1.3896541595458984,0.17031176400000092,0.044130226815674516,0.12955394293447398,0.1473521910059079,0.0835089511880743,0.08365953835711712,empty,0
1.3897922039031982,0.07723277400000228,0.047157999956285356,0.1376168605165252,0.14963755654465352,0.08872550387784126,0.08888549777383416,empty,0
1.426833152770996,-0.05791581599999773,0.04987123028455185,0.14404723552946205,0.1519774081353841,0.0941136534662528,0.09428336352058987,empty,0
1.4636361598968506,-0.09945954599999851,0.052355971050446,0.14876305412897814,0.15437161026118973,0.09427200682028027,0.09444200242464462,empty,0
1.4646902084350586,0.06198254399999925,0.05471183792269699,0.1517038566200921,0.15682007928179278,0.09975615013270707,0.09993603499569934,empty,0
1.5007081031799316,0.057249714000001006,0.05703673276857742,0.1528194005704155,0.15932280001312538,0.10549152579767009,0.10568175295298546,empty,0
1.5383312702178955,0.10300040399999943,0.05942109475358947,0.1520659196460195,0.1618798371023962,0.10564494846735994,0.10583545228146658,empty,0
1.53934907913208,0.08669843400000232,0.061949102489970743,0.14941045288658938,0.16449134125942322,0.1110639185437407,0.1112641940931083,empty,0
1.576181173324585,0.21448484400000112,0.06470066155814846,0.14484216539018957,0.16715755064879728,0.11630876999274993,0.11651850329868757,empty,0
1.6132171154022217,0.1014227940000012,0.06774789465965417,0.13838818625118054,0.16987878795135053,0.12148390964365886,0.12170297499865645,empty,0
1.6517629623413086,-0.052657115999998894,0.07114288872383046,0.13013047720364435,0.17265545375872735,0.12153473410985628,0.12175389111386123,empty,0
1.6521689891815186,-0.08894214600000083,0.07489830901026194,0.12021980097566944,0.17548801706702682,0.12568322252988018,0.12590986027838127,empty,0
1.6883840560913086,0.23657138400000122,0.07896659536051553,0.10888309867422379,0.17837700368448228,0.1295578585666826,0.1297914832365083,empty,0
1.7261292934417725,0.20238983400000166,0.08322410783632267,0.09642153358051503,0.18132298336811017,0.1296667830385625,0.12990060412598928,empty,0
1.727342128753662,-0.06107103599999775,0.08746409335483156,0.08319802533585283,0.1843265564623473,0.13232221915144216,0.13256082864299956,empty,0
1.7620961666107178,0.04568057400000214,0.09140024325478496,0.06961507360830686,0.1873883407375886,0.13467182058592755,0.13491466698650326,empty,0
1.7994801998138428,-0.014794475999998724,0.09468294798092748,0.05608572607368051,0.19050895902715528,0.136587382648925,0.1368336832788269,empty,0
1.838144063949585,0.03411143399999972,0.09693078531476737,0.0430022521104053,0.19368902814583866,0.13659733825362774,0.13684365683593241,empty,0
1.838414192199707,0.24077834400000242,0.0977771130771805,0.030707955527975048,0.19692914944897583,0.13751672843777046,0.13776470490660236,empty,0
1.875054121017456,0.041473614000000936,0.09692613837878294,0.019477195688659434,0.20022990126404172,0.13805551674537284,0.1383044647819804,empty,0
1.9122321605682373,0.22710572400000117,0.09420764928232388,0.009507028015038173,0.20359183330198946,0.13806116443539732,0.13831012265617845,empty,0
1.9133152961730957,0.3874960740000013,0.0896175906041667,0.0009213800239104268,0.20701546303731158,0.1379651380156937,0.13821392307723274,empty,0
1.9496030807495117,-0.14626197599999813,0.08333391559187964,-0.006213872846193102,0.21050127393792456,0.1376263978904618,0.13787457212027832,empty,0
